date,pmi,business_outlook_survey,business_confidence_index,consumer_confidence_index,industrial_production,mgdp,business_sales,new_residential_sales,inventories,unemployment_rate,employment,weekly_hours,hourly_earnings,consumer_credit,personal_income,federal_debt,exports,imports,ppi,cpi,monetary_base,bank_assets,bank_liabilities,mortgage_rate,federal_funds_rate,treasury_bill,treasury_bill_10,effective_exchange_rate,spot_euro_us,nyse_composite_index,vix,quarterly_gdp
1999-12-31,57.8,14.2,100.9798,102.616,94.1593,13004.698,817543,308,1137260,4,130772,41.4,13.7,1531.10596,9234.7,5852.5,93115,62509,127.8,168.8,612499,5562731.4,5351685.9,8.06,5.3,5.2,6.45,110.13,1.011,6711.890137,24.64,1.699585031
2000-01-31,56.7,11.3,100.8221,102.8603,94.1758,12857.905,825947,311,1140023,4,131005,41.5,13.75,1538.52018,9307.1,5777.2,93900,62543,128.3,169.3,601868,5589977.6,5365704,8.25,5.45,5.32,6.68,110.16,1.0137,6762.109863,24.95,
2000-02-29,55.8,14.5,100.625,102.9162,94.4557,12920.759,816007,299,1146435,4.1,131124,41.5,13.8,1549.18529,9342.6,5835.2,95901,62409,129.8,170,578030,5643905.2,5425208.5,8.31,5.73,5.55,6.42,112.1,0.9834,6606.890137,23.37,
2000-03-31,54.9,19.4,100.43,102.8306,94.798,12993.208,831117,313,1150666,4,131596,41.4,13.85,1561.45069,9366.5,5926.6,99176,63135,130.8,171,577105,5701443.6,5474680.3,8.23,5.85,5.69,6.03,112.64,0.9643,6338.740234,24.11,0.36176015200000006
2000-04-30,54.7,10,100.2382,102.811,95.4808,13156.937,834242,305,1157552,3.8,131888,41.6,13.89,1570.52774,9409.7,5813.7,99242,63814,130.7,170.9,578588,5760799.3,5533470.2,8.13,6.02,5.66,6.23,113.14,0.947,6975.069824,26.20,
2000-05-31,53.2,13.9,100.0048,102.7842,95.6435,13141.682,829024,305,1163974,4,132105,41.2,13.94,1583.50792,9446.4,5760.0,99651,63632,131.6,171.2,580556,5837626.7,5619244.5,8.62,6.27,5.79,6.29,116.02,0.906,6878.950195,23.65,
2000-06-30,51.4,2.6,99.7852,102.6795,95.7353,13183.062,839338,306,1174263,4,132061,41.3,13.99,1609.54804,9469.6,5839.8,103019,65997,133.8,172.2,581960,5871470.4,5638946.6,8.22,6.53,5.69,6.03,114.74,0.9492,6888.359863,19.54,1.8311646719999999
2000-07-31,52.5,4.7,99.63353,102.6441,95.5906,13094.755,833896,303,1175374,4,132236,41.5,14.02,1629.75144,9516.6,5832.1,103349,65711,133.7,172.7,584222,5905692.2,5679072.3,8.13,6.54,5.96,6.04,114.83,0.9397,6874.930176,20.74,
2000-08-31,49.9,17.1,99.41904,102.6071,95.3112,13204.246,829271,302,1183268,4.1,132230,41,14.06,1651.6154,9568.5,5883.8,103665,67763,132.9,172.7,583423,5934287,5714373.4,7.99,6.5,6.09,5.73,115.65,0.9041,6851.350098,16.84,
2000-09-30,49.7,5.5,99.22414,102.5544,95.679,13235.171,845436,300,1183463,3.9,132353,41.1,14.12,1669.00081,9569.8,5869.1,106396,67562,134.7,173.6,583752,5973141.8,5736771,7.88,6.52,6,5.80,117.04,0.8721,7164.549805,20.57,0.133555285
2000-10-31,48.7,1.8,98.97704,102.439,95.397,13262.523,838446,301,1189920,3.9,132351,41.1,14.17,1684.59932,9582.9,5867.6,106056,66845,135.4,173.9,585252,5990928.9,5730583.4,7.68,6.51,6.11,5.77,118.99,0.8552,7046.02002,23.63,
2000-11-30,48.5,7.1,98.60194,102.1717,95.4229,13263.197,834423,305,1197038,3.9,132556,41.1,14.23,1700.94454,9579,5969.5,103993,66691,135,174.2,590277,5990957.1,5716598.1,7.73,6.51,6.17,5.48,119.66,0.8564,7026.240234,29.65,
2000-12-31,43.9,-7.8,98.0424,101.6107,95.1573,13255.307,841752,298,1195894,3.9,132709,40.4,14.28,1716.96972,9595.3,5984.4,103673,65816,136.2,174.6,598305,6067300.2,5808015.7,7.13,6.4,5.77,5.12,118.18,0.8973,6677.209961,26.85,0.622889589
2001-01-31,42.3,-36.6,97.59172,101.0548,94.5448,13247.683,834365,296,1197945,4.2,132698,40.6,14.29,1729.85168,9651.9,6065.5,105470,65869,140,175.6,598666,6150116.6,5876533.9,7.15,5.98,5.15,5.19,118.88,0.9383,6785.689941,22.02,
2001-02-28,42.1,-29.4,97.42321,100.6485,93.9398,13227.3,836825,296,1191600,4.2,132789,40.5,14.36,1748.70202,9668.6,6112.7,100350,66114,137.4,176,595873,6137724.6,5869976.8,7.12,5.49,4.88,4.92,119.97,0.9217,7048.129883,28.35,
2001-03-31,43.1,-20.5,97.48158,100.4732,93.7201,13193.074,823781,292,1186068,4.3,132747,40.5,14.42,1760.54184,9697.2,6145.7,101853,64350,135.9,176.1,599106,6187962,5918800.7,6.91,5.31,4.42,4.93,121.98,0.9095,6610.169922,28.64,-0.285177655
2001-04-30,42.7,-10.7,97.58432,100.438,93.4469,13295.644,818875,294,1184434,4.4,132463,40.4,14.45,1773.09833,9670.8,5969.7,98164,62805,136.4,176.4,601727,6229731.6,5949048.6,7.12,4.8,3.87,5.35,122.62,0.892,6230.990234,25.48,
2001-05-31,41.3,-11.8,97.69891,100.5686,92.876,13351.517,827229,295,1182109,4.3,132410,40.4,14.5,1781.17746,9648.1,5964.8,95150,63772,136.8,177.3,605919,6219697.5,5947000.2,7.2,4.21,3.62,5.43,122.2,0.8742,6778.180176,22.64,
2001-06-30,43.2,-7,97.95201,100.6526,92.3208,13252.886,815240,301,1173176,4.5,132299,40.3,14.54,1792.36809,9648.3,6030.7,94978,61102,135.5,177.7,609096,6207647.9,5934019.5,7.11,3.97,3.49,5.42,123.09,0.8532,6796.899902,19.06,0.58455579
2001-07-31,43.5,-12.6,98.24629,100.5612,91.7933,13209.765,812016,305,1165045,4.6,132177,40.6,14.55,1797.35057,9790.6,6089.1,93680,59298,133.4,177.4,615984,6223868.6,5954624.6,7.03,3.77,3.51,5.07,123.44,0.8607,6632.580078,21.62,
2001-08-31,46.3,-18.1,98.4549,100.2407,91.6795,13357.953,817526,308,1163600,4.9,132028,40.3,14.59,1806.35904,9958.9,6159.6,92569,59648,133.4,177.4,622427,6252346.3,5976247.2,6.92,3.65,3.36,4.85,121.01,0.9005,6525.580078,24.92,
2001-09-30,46.2,-8.2,98.30611,99.77901,91.3289,13166.633,803309,310,1157242,5,131771,40.2,14.63,1814.25238,9886.1,6251.2,90957,56375,133.3,178.1,647223,6473735,6190161.5,6.72,3.07,2.64,4.60,121.43,0.9111,6233.740234,31.93,-0.415038093
2001-10-31,40.8,-23.6,97.98022,99.61253,90.9315,13269.683,815803,308,1139077,5.3,131454,40.1,14.66,1829.84026,9732.3,6349.5,91322,56987,130.3,177.6,635154,6387049.2,6079866.8,6.64,2.49,2.16,4.30,121.73,0.9059,5731.490234,33.56,
2001-11-30,44.1,-17.7,98.12402,99.76955,90.486,13189.631,808360,308,1126312,5.5,131142,40.1,14.71,1857.84279,9754.3,6290.3,89979,56711,129.8,177.5,639465,6405313.4,6096428.6,7.02,2.09,1.87,4.78,122.77,0.8883,5878.569824,23.84,
2001-12-31,45.3,-11,98.56587,100.1495,90.5073,13383.541,805951,308,1118552,5.7,130982,40.2,14.75,1867.85287,9774.4,6292.8,86527,56069,128.1,177.4,650775,6393343.8,6097549.3,7.16,1.82,1.69,5.07,122.51,0.8924,6082.959961,23.80,0.272371373
2002-01-31,47.5,10.5,99.17865,100.517,91.0794,13429.781,805181,310,1117388,5.7,130852,40.1,14.76,1867.41869,9968.3,6289.0,89443,55939,128.5,177.7,653760,6382770.2,6088178.9,6.96,1.73,1.65,5.07,124.27,0.8833,6244.209961,21.09,
2002-02-28,50.7,11.1,99.8183,100.7371,91.0553,13348.078,808150,313,1111859,5.7,130736,40.3,14.78,1881.90537,9976.4,6370.5,91539,55717,128.4,178,654639,6378837.7,6087813.1,6.81,1.74,1.72,4.88,125.05,0.87,6087.930176,21.59,
2002-03-31,52.4,12.2,100.248,100.9361,91.798,13413.496,808563,316,1108193,5.7,130717,40.5,14.82,1894.69033,9975.9,6267.2,91447,55925,129.8,178.5,658956,6348771.4,6062732.2,7.18,1.73,1.79,5.42,124.35,0.8758,6224.02002,17.40,0.8745142159999999
2002-04-30,52.4,12.6,100.4158,100.9922,92.1771,13461.078,822418,324,1106806,5.9,130623,40.6,14.84,1903.95799,10011.3,6318.4,95972,57958,130.8,179.3,663401,6378218.1,6083331.1,6.88,1.75,1.71,5.11,123.92,0.8858,6327.109863,21.91,
2002-05-31,53.1,10.1,100.4277,100.9645,92.5668,13459.111,822178,327,1110725,5.8,130634,40.6,14.88,1914.61399,10044.8,6350.8,96395,58182,130.8,179.5,668606,6396140.7,6106562.7,6.76,1.75,1.73,5.08,121.5,0.917,6136.459961,19.98,
2002-06-30,53.6,20.4,100.2459,100.698,93.4476,13514.592,825351,328,1112674,5.8,130684,40.7,14.94,1927.18098,10067,6504.6,97848,58772,130.9,179.6,673966,6431103.4,6129245.8,6.55,1.75,1.7,4.86,119.34,0.9554,5901.830078,25.40,0.605732536
2002-07-31,50.2,5.9,99.85531,100.3413,93.2237,13585.951,825966,333,1119258,5.8,130590,40.4,14.98,1939.2114,10035,6601.3,97197,59129,131.2,180,679310,6474476.3,6187324.8,6.34,1.73,1.68,4.51,117.02,0.9922,5535.240234,32.03,
2002-08-31,50.3,-1.3,99.57979,100.0473,93.2359,13503.693,835091,334,1120777,5.7,130587,40.5,15.02,1947.50009,10028.9,6725.1,99721,59173,131.5,180.5,679765,6591043.6,6297168.6,6.22,1.74,1.62,4.14,118.5,0.9778,5067.879883,32.64,
2002-09-30,50.5,4.4,99.44377,99.79008,93.3654,13524.665,831076,333,1128958,5.7,130501,40.5,15.06,1950.65139,10032.9,6834.9,99364,58639,132.3,180.8,680397,6661609.9,6352104,5.99,1.75,1.63,3.63,119.19,0.9808,5036.589844,39.69,0.44457133299999996
2002-10-31,49,-7.6,99.38048,99.59592,93.0834,13505.703,830434,335,1130630,5.7,130628,40.3,15.12,1957.1513,10060.6,6819.7,96860,58066,133.2,181.2,681855,6754349.5,6425972.1,6.31,1.75,1.58,3.93,119.94,0.9811,4873.75,31.14,
2002-11-30,48.5,7.4,99.45749,99.61191,93.5693,13544.344,836972,338,1132381,5.9,130615,40.4,15.15,1965.17913,10090.6,6818.4,102120,58815,133.1,181.5,688494,6842325.2,6518735.6,6.13,1.34,1.23,4.22,118.45,1.0014,5079.72998,27.50,
2002-12-31,51.6,7.2,99.64914,99.60921,93.1103,13626.949,830107,339,1139523,6,130472,40.5,15.2,1972.11221,10124.3,6975.8,103460,56789,132.9,181.8,699216,6934819.4,6606393.7,5.93,1.24,1.19,3.83,117.32,1.0183,5229.660156,28.62,0.15482263599999999
2003-01-31,51.3,5.5,99.58056,99.41933,93.8198,13609.607,841529,341,1139589,5.8,130580,40.3,15.22,1982.56131,10124.6,6941.9,102284,58068,135.3,182.6,699262,6912729.2,6598767.7,5.9,1.24,1.17,4.00,115.69,1.0622,5146,31.17,
2003-02-28,48.8,-1.6,99.20858,99.2509,93.9532,13675.558,841323,341,1148176,5.9,130444,40.3,15.29,1993.40569,10098.2,7040.2,101719,58846,137.6,183.6,700958,6998808,6669656.7,5.79,1.26,1.17,3.71,116.08,1.0773,4868.680176,29.63,
2003-03-31,46.3,-3.9,98.82318,99.33938,93.7358,13617.793,850659,338,1149009,5.9,130232,40.4,15.27,2001.20815,10124,7011.9,105340,59077,141.2,183.9,705269,7042314.7,6714554.7,5.91,1.25,1.13,3.83,115.73,1.0807,4716.080078,29.15,0.554766741
2003-04-30,46.1,-6.6,98.77068,99.80125,93.0657,13689.886,835469,340,1150317,6,130177,40.1,15.28,2014.09978,10176.9,7009.3,103175,58573,136.8,183.2,709552,7069480.5,6720734.1,5.79,1.26,1.13,3.89,114.83,1.0848,4730.209961,21.21,
2003-05-31,49,-0.6,99.05596,100.2566,93.0918,13696.182,837930,343,1145246,6.1,130196,40.2,15.33,2027.50251,10254.7,7218.7,102613,58314,136.7,182.9,713711,7196968.5,6835457.1,5.31,1.26,1.07,3.37,109.83,1.1582,5131.560059,19.47,
2003-06-30,49,3.7,99.41744,100.4228,93.2476,13869.163,848248,343,1142115,6.3,130194,40.3,15.36,2033.26841,10285,7290.0,103398,60582,138,183.1,714979,7280731.5,6911968.4,5.24,1.22,0.92,3.54,109.7,1.1663,5435.379883,19.52,0.860259818
2003-07-31,51,7.7,99.82481,100.4252,93.6582,13907.109,856894,342,1139701,6.2,130191,40.1,15.4,2040.06439,10408.7,7163.8,105082,60696,137.7,183.7,717614,7306714,6949985.5,5.94,1.01,0.9,4.49,111.2,1.1372,5501.379883,19.49,
2003-08-31,53.2,20.3,100.2294,100.33,93.5246,13984.627,859181,346,1132993,6.1,130149,40.2,15.42,2049.12434,10476.8,7198.9,101990,59170,138,184.5,720922,7312475.8,6956028.1,6.32,1.03,0.95,4.45,113,1.1139,5558.990234,18.63,
2003-09-30,52.4,21,100.5597,100.2923,94.0751,14064.144,865241,350,1136935,6.1,130254,40.5,15.41,2057.09079,10350.6,7302.6,105721,61041,138.5,185.1,721062,7275081.6,6910441.3,5.98,1.01,0.94,3.96,111.63,1.1222,5660.160156,22.72,1.69820943
2003-10-31,55.2,28.1,101.0326,100.4501,94.2079,14079.732,868785,361,1143104,6,130454,40.6,15.42,2065.4951,10390.5,7309.9,107040,62203,139.3,184.9,724756,7256775.7,6887433.6,5.94,1.01,0.92,4.33,108.61,1.1692,5644.02002,16.10,
2003-11-30,58.4,26.9,101.5766,100.7612,94.9338,14159.287,874171,366,1145108,5.8,130474,40.9,15.47,2066.40009,10456.5,7345.3,107742,64665,138.9,185,730637,7278249.4,6909717.8,5.89,1,0.93,4.34,107.9,1.1702,5959.009766,16.32,
2003-12-31,60.1,26.5,101.9863,101.0839,94.8662,14198.494,876257,370,1147795,5.7,130588,40.7,15.47,2077.36069,10470.9,7444.8,111017,63536,139.5,185.5,739408,7315181,6929903.4,5.85,0.98,0.9,4.27,105.75,1.2286,6073,18.31,1.148167049
2004-01-31,60.8,36.1,102.1384,101.3813,95.1085,14113.587,878019,374,1148368,5.7,130769,40.9,15.51,2088.24304,10460.9,7480.2,110890,62693,141.4,186.3,736438,7402443.8,7023097.8,5.68,1,0.88,4.16,104.05,1.2613,6464,16.63,
2004-02-29,59.9,28,102.1412,101.2603,95.6847,14234.447,887806,372,1158745,5.6,130825,41,15.53,2095.34036,10479.2,7604.1,113977,65852.5,142.1,186.7,735287,7520911.4,7130084.6,5.58,1.01,0.93,3.99,104.82,1.2646,6551.629883,14.55,
2004-03-31,60.6,29.6,102.1385,101.0817,95.2088,14315.923,911253,381,1168100,5.8,131142,40.9,15.56,2109.72032,10522.1,7656.9,118678,67871,143.1,187.1,736780,7551551.1,7161571,5.4,1,0.94,3.86,106.5,1.2262,6692.370117,16.74,0.533747312
2004-04-30,60.6,32.2,102.1497,100.8995,95.6385,14269.483,906616,383,1176070,5.6,131411,40.7,15.59,2112.71615,10566.1,7479.0,118542,67069.9,144.8,187.4,741207,7639511,7203549.2,6.01,1,0.94,4.53,107.63,1.1985,6599.060059,17.19,
2004-05-31,61.4,29.1,102.0946,100.8161,96.3966,14405.35,916039,383,1183161,5.6,131694,41.1,15.63,2120.83915,10623.7,7517.6,120671,68677.4,146.8,188.2,745039,7665027,7235354.1,6.32,1,1.02,4.66,109.87,1.2007,6439.419922,15.50,
2004-06-30,60.5,30.6,101.9396,100.9629,95.6019,14314.334,915029,383,1195398,5.6,131793,40.8,15.67,2127.98941,10632.7,7599.1,124355,66378.4,147.2,188.9,750697,7742278,7332703.1,6.25,1.03,1.27,4.62,108.69,1.2138,6484.72998,14.34,0.762076364
2004-07-31,59.9,34.7,101.7298,101.0815,96.3385,14435.015,918548,400,1207045,5.5,131848,40.8,15.69,2137.09298,10654.4,7655.7,122979,67645.8,147.4,189.1,757304,7846400.4,7432675.4,6.08,1.26,1.33,4.50,107.65,1.2266,6602.919922,15.32,
2004-08-31,58.5,25.1,101.4308,101.0552,96.4095,14472.344,928981,405,1217193,5.4,131937,40.8,15.73,2143.43512,10685.4,7769.7,124224,68131.7,148,189.2,757181,7876463.6,7444140.6,5.82,1.43,1.48,4.13,107.8,1.2176,6403.149902,15.29,
2004-09-30,57.4,19.7,101.1388,100.9287,96.4907,14488.218,935978,410,1217197,5.4,132093,40.7,15.78,2160.1483,10690.7,7788.2,124400,69592.3,147.7,189.8,762233,7959265.1,7497431.8,5.72,1.61,1.65,4.14,107.23,1.2218,6454.200195,13.34,0.9453280479999999
2004-10-31,56.3,26.8,100.9542,100.8337,97.4094,14585.094,949671,413,1225082,5.5,132447,40.6,15.81,2176.71934,10697.8,7862.0,128810,70167.6,150,190.8,763876,7972247.2,7492894.2,5.64,1.76,1.76,4.05,105.49,1.249,6570.390137,16.27,
2004-11-30,56.2,19.2,100.9159,100.902,97.6137,14593.366,956327,418,1238758,5.4,132503,40.5,15.84,2183.74635,10670.2,7870.9,131867,69283.5,151.4,191.7,770493,8009371.1,7538331.7,5.72,1.93,2.07,4.36,101.96,1.2991,6692.709961,13.24,
2004-12-31,57.2,25.5,100.9174,101.0466,98.3318,14651.791,967456,422,1241744,5.4,132624,40.6,15.86,2192.24617,11066.6,7976.2,130310,71511.4,150.2,191.7,776279,8039682.1,7548372,5.81,2.16,2.19,4.24,100.22,1.3408,7005.720215,13.29,1.0016741120000001
2005-01-31,56.8,13.3,100.767,101.0309,98.7845,14780.625,973388,441,1252326,5.3,132774,40.7,15.9,2196.77763,10669.3,8023.2,132065,71669,150.9,191.6,775222,8096623,7607818,5.66,2.28,2.33,4.14,101.54,1.3119,7250.060059,12.82,
2005-02-28,55.5,21.3,100.5673,100.8652,99.4639,14752.884,978260,446,1261207,5.4,133032,40.6,15.93,2211.55871,10673.7,8043.2,134921,72184.8,151.6,192.4,772882,8174688.5,7661634.3,5.69,2.5,2.54,4.36,102.24,1.3014,7089.950195,12.08,
2005-03-31,55.2,15.1,100.3506,100.6208,99.3061,14781.934,978707,445,1269321,5.2,133156,40.4,15.97,2220.19919,10711.7,8075.7,130902,72793.3,153.7,193.1,773481,8269199.9,7747320.4,6.04,2.63,2.74,4.50,101.53,1.3201,7321.22998,14.02,1.1069635359999999
2005-04-30,52.2,25.3,100.1219,100.4202,99.4734,14806.116,993974,445,1274973,5.2,133518,40.4,16,2232.53538,10745.8,8135.8,137129,75490.2,155,193.7,775537,8301556.8,7766107.3,5.78,2.79,2.78,4.21,103.26,1.2938,7167.549805,15.31,
2005-05-31,50.8,9.3,100.0088,100.4926,99.6033,14781.224,987493,450,1276171,5.1,133690,40.4,16.04,2232.67152,10794.9,8194.0,135665,75073.9,154.3,193.6,776356,8380620.6,7836383.8,5.65,3,2.84,4.00,103.77,1.2694,7008.370117,13.29,
2005-06-30,52.4,-1.3,100.1546,100.7589,99.9853,14932.505,999090,455,1276129,5,133942,40.4,16.08,2247.83343,10818.5,8268.7,137614,74950.1,154.3,193.7,780669,8427532.9,7878421.7,5.53,3.04,2.97,3.94,105.18,1.2165,7134.319824,12.04,0.46156131200000006
2005-07-31,52.8,8,100.3837,100.6594,99.6692,14954.399,1004208,464,1270367,5,134296,40.5,16.15,2257.23094,10821.3,8214.7,137423,74688.4,156.3,194.9,782860,8474221.6,7939440,5.77,3.26,3.22,4.28,106.26,1.2037,7217.839844,11.57,
2005-08-31,52.4,11.3,100.5481,100.0298,99.9435,14998.415,1014544,476,1274946,4.9,134498,40.5,16.17,2267.04488,10835.1,8324.7,139189,76214.7,157.6,196.1,782727,8571012.6,8031292.2,5.77,3.5,3.44,4.02,105.08,1.2292,7476.660156,12.60,
2005-09-30,56.8,7.1,100.8351,99.26453,98.0779,14963.88,1027244,487,1282479,5,134566,40.7,16.19,2271.63328,10798.2,8244.1,143958,74227.5,162.2,198.8,787943,8632428.1,8074209.3,5.91,3.62,3.42,4.34,105.72,1.2256,7496.109863,11.92,0.8913338479999999
2005-10-31,57.2,4.8,100.9546,99.01617,99.3149,14986.546,1034863,490,1291038,5,134655,41,16.28,2276.84314,10877.4,8268.7,148676,76236.2,166.2,199.1,787216,8671435.8,8114087.6,6.15,3.78,3.71,4.57,107.47,1.2015,7632.97998,15.32,
2005-11-30,56.7,10.3,100.8582,99.42775,100.3216,15025.697,1035239,502,1300841,5,134993,40.9,16.3,2283.66127,10967.8,8332.3,146650,77744.5,163.7,198.1,793472,8692777.5,8138169.2,6.28,4,3.88,4.49,107.83,1.1786,7433.049805,12.06,
2005-12-31,55.1,12.9,100.6427,100.0419,100.9437,15188,1046828,511,1314317,4.9,135149,40.8,16.35,2290.92813,11025.5,8449.7,149264,79809.2,163,198.1,803124,8779401.7,8201260.1,6.22,4.16,3.89,4.39,106.3,1.1856,7645.470215,12.07,0.631463125
2006-01-31,55,5.4,100.4672,100.319,101.0627,15233.999,1058543,523,1322945,4.7,135429,41,16.42,2367.47108,11136.9,8445.1,152919,80555,164.3,199.3,804172,8845717.5,8263387.5,6.12,4.29,4.24,4.53,105.27,1.2103,7753.970215,12.95,
2006-02-28,55.8,15.3,100.3881,100.2672,101.0669,15221.431,1056372,539,1327081,4.8,135737,41.1,16.48,2374.97732,11176.2,8504.4,148596,81535,161.8,199.4,804855,8915884.7,8331365.3,6.26,4.49,4.43,4.55,105.94,1.1938,8106.450195,12.34,
2006-03-31,54.3,14.7,100.356,100.1273,101.2751,15345.976,1060723,552,1340143,4.7,136047,41.1,16.54,2385.80789,11196.7,8515.2,150759,83299,162.2,199.7,810146,8976465.1,8380312.8,6.35,4.59,4.51,4.86,106.52,1.202,8060.450195,11.39,1.330287125
2006-04-30,55.2,14.2,100.3391,99.8595,101.6813,15259.19,1059698,565,1348626,4.7,136205,41.3,16.63,2397.6806,11191.2,8463.4,151278,83188,164.3,200.7,809191,9104902.8,8500275.6,6.58,4.79,4.6,5.07,106.13,1.2271,8233.230469,11.59,
2006-05-31,53.7,13.7,100.199,99.55934,101.579,15334.887,1073652,565,1363396,4.6,136244,41.2,16.65,2407.16145,11186.4,8440.3,154996,84593,165.8,201.3,812561,9227757.6,8608915.4,6.62,4.94,4.72,5.12,103.28,1.277,8471.429688,16.44,
2006-06-30,52,11.7,100.0657,99.53723,101.9693,15314.429,1076046,566,1375676,4.6,136325,41.2,16.72,2395.81318,11213.7,8497.3,155279,86432,166.1,201.8,812366,9243661.2,8636806.4,6.78,4.99,4.79,5.15,104.99,1.265,8189.109863,13.08,0.23369974
2006-07-31,53,4,100.0074,99.57572,101.9319,15265.421,1071367,572,1380716,4.7,136520,41.4,16.77,2403.09925,11204.6,8570.7,156232,84328,166.8,202.9,811505,9291226.6,8693730.5,6.72,5.24,4.95,4.99,104.99,1.2684,8169.069824,14.95,
2006-08-31,53.7,12.5,99.91815,99.68031,102.3327,15326.07,1084110,566,1391474,4.7,136694,41.2,16.82,2415.73203,11201.3,8700.3,159838,86715,167.9,203.8,809714,9330678.7,8732704.3,6.44,5.25,4.96,4.74,104.18,1.2811,8242.230469,12.31,
2006-09-30,52.2,-0.8,99.73254,100.0159,102.1252,15388.129,1067961,559,1396584,4.5,136843,41.1,16.87,2426.81323,11272.5,8721.6,157913,87510,165.4,202.8,810401,9380166.3,8740450.1,6.31,5.25,4.81,4.64,104.08,1.2727,8388.679688,11.98,0.154632792
2006-10-31,51.4,2.3,99.53733,100.4628,102.0668,15391.263,1063883,554,1401478,4.4,136852,41.2,16.93,2429.39986,11330.4,8800.6,153411,88264,162.2,201.9,809839,9586999.9,8910272.6,6.4,5.25,4.92,4.61,104.21,1.2611,8469.669922,11.10,
2006-11-30,50.3,4.5,99.39907,100.7087,101.9688,15499.991,1070361,543,1407567,4.5,137063,41,16.97,2440.74907,11374.4,8892.6,154406,89566,164.6,202,816786,9635069.3,8967385.7,6.14,5.25,4.94,4.46,103.02,1.2881,8774.980469,10.91,
2006-12-31,51.4,-1.8,99.38039,100.8316,103.0292,15480.069,1096569,536,1408790,4.4,137249,41.1,17.04,2456.7157,11418.1,8868.2,158312,89984,165.6,203.1,826731,9764764.6,9059430,6.18,5.24,4.85,4.71,101.97,1.3213,8969,11.56,0.85186523
2007-01-31,49.5,7.5,99.36495,100.8656,102.4933,15460.765,1081805,538,1412746,4.6,137477,41,17.09,2457.94558,11428.8,8871.6,156000,90847,164,203.437,822978,9833402.8,9110347.3,6.25,5.25,4.98,4.83,104.15,1.2999,9137.959961,10.42,
2007-02-28,51.9,3.5,99.47892,100.6282,103.5264,15564.445,1095439,544,1419159,4.5,137558,40.9,17.15,2470.04992,11472.4,9014.5,155097,88931,166.8,204.226,820044,9887518.4,9176215.9,6.22,5.26,5.03,4.56,104.23,1.3074,9254.839844,15.42,
2007-03-31,50.7,2.8,99.61414,100.3389,103.7521,15455.232,1108095,545,1420908,4.4,137793,41.3,17.22,2484.43318,11512,9064.0,161806,92877,169.3,205.288,820914,9857577.7,9157957.4,6.16,5.26,4.94,4.65,104.04,1.3242,9124.540039,14.64,0.23549310699999998
2007-04-30,52.6,2.9,99.80639,100.1537,104.4814,15582.805,1115282,548,1428267,4.5,137842,41.3,17.27,2493.72977,11511.1,9066.0,159655,92573,171.4,205.904,822978,9945369.3,9251294.6,6.16,5.25,4.87,4.63,102.78,1.3516,9261.839844,14.22,
2007-05-31,52.5,3.7,99.92117,100.0895,104.5322,15575.691,1128303,545,1438393,4.4,137993,41.2,17.33,2510.01606,11504.1,8966.1,161050,94330,173.3,206.755,825698,9995716.7,9286959.1,6.42,5.25,4.73,4.90,102.47,1.3511,9627.730469,13.05,
2007-06-30,52.6,17.3,99.93134,100.0462,104.5617,15588.038,1125577,542,1445490,4.6,138069,41.4,17.42,2519.12104,11486.2,8977.0,163137,95344,173.8,207.234,827158,10062641.2,9378610.9,6.67,5.25,4.61,5.03,102.47,1.3419,9978.740234,16.23,0.5728724000000001
2007-07-31,52.4,6.8,99.80231,100.0216,104.5227,15531.417,1124305,537,1446655,4.7,138038,41.3,17.46,2533.66767,11495.9,9124.9,163679,95773,175.1,207.603,828938,10160132.5,9472613.2,6.69,5.26,4.82,4.78,100.99,1.3716,9873.019531,23.52,
2007-08-31,50.9,-0.5,99.61608,99.77774,104.7556,15720.267,1131661,533,1452556,4.6,138015,41.3,17.5,2552.76707,11504.3,9259.5,163444,97552,172.4,207.667,829602,10311270,9619061.4,6.45,5.02,4.2,4.54,100.99,1.3622,9554.5,23.38,
2007-09-30,51,7.5,99.45425,99.50626,105.1611,15748.742,1138415,527,1460799,4.7,138095,41.3,17.56,2566.99536,11531.8,9279.9,164883,98065,173.5,208.547,827418,10473041.1,9729780.1,6.42,4.94,3.89,4.59,99.35,1.3896,9597.009766,18.00,0.543271327
2007-10-31,51.1,7.8,99.33804,99.19285,104.7171,15731.567,1151977,514,1466424,4.7,138174,41.2,17.58,2582.32603,11513.6,9384.7,166868,99509,174.7,209.19,829039,10602940.7,9846531.2,6.33,4.76,3.9,4.48,96.92,1.4227,10039.299805,18.53,
2007-11-30,50.5,6.6,99.23355,98.8887,105.3338,15758.237,1173883,503,1476563,4.7,138284,41.3,17.63,2597.6493,11500.1,9644.8,171602,100798,179,210.834,834315,10765625.3,10009806.2,6.1,4.49,3.27,3.97,95.38,1.4684,10311.549805,22.87,
2007-12-31,49,-5.4,99.14562,98.70975,105.3457,15796.303,1163811,497,1487939,5,138392,41.1,17.69,2609.47653,11541.8,9702.1,169741,101598,178.6,211.445,837192,10831795.4,10048716.2,6.17,4.24,3,4.04,96.54,1.457,9856.80957,22.50,0.607841913
2008-01-31,50.3,-18.3,99.1328,98.53775,105.0619,15820.622,1181107,487,1501621,5,138403,41.1,17.73,2619.42765,11553.4,9883.8,175412,104441,181,212.174,830632,10948674.6,10117813.2,5.68,3.94,2.75,3.67,96.62,1.4718,9740.30957,26.20,
