date,pmi,business_outlook_survey,business_confidence_index,consumer_confidence_index,industrial_production,mgdp,business_sales,new_residential_sales,inventories,unemployment_rate,employment,weekly_hours,hourly_earnings,consumer_credit,personal_income,federal_debt,exports,imports,ppi,cpi,monetary_base,bank_assets,bank_liabilities,mortgage_rate,federal_funds_rate,treasury_bill,treasury_bill_10,effective_exchange_rate,spot_euro_us,nyse_composite_index,vix,quarterly_gdp
2015-12-31,48,-9,98.89389,100.6229,102.1014,17525.501,1268816,232,1809516,5,143097,41.8,21.24,3390.62932,13530.7,19477.8,181444.039,120058.051,183.5,237.761,3835810,15576774.6,13843193.7,4.01,0.24,0.23,2.27,122.69,1.0877,10447.05957,18.21,0.160362383
2016-01-31,48.2,-4,98.98286,100.6369,102.9525,17571.27,1260772,236,1806105,4.9,143170,41.9,21.31,3408.50909,13580.2,19877.6,177564.235,117202.035,182.6,237.827,3792723,15652775.2,13934032.4,3.79,0.34,0.26,1.94,126,1.086,10020.049805,20.20,
2016-02-29,49.7,-6.8,99.2054,100.597,102.2225,17552.36,1259288,240,1800697,4.9,143433,41.9,21.34,3424.38914,13595.7,20101.6,182261.304,119502.204,181.3,237.514,3872483,15715453.6,13981094.2,3.62,0.38,0.31,1.74,124.48,1.1093,9578.919922,20.55,
2016-03-31,51.7,9,99.45171,100.5544,101.4155,17716.528,1263057,242,1809911,5,143662,41.8,21.4,3450.7302,13606.6,20265.4,174652.617,117833.394,182.1,237.99,3898431,15749533.2,14019111.4,3.71,0.36,0.29,1.78,121.62,1.11,9626.879883,13.95,0.566413434
2016-04-30,50.7,-1,99.58202,100.578,101.5167,17696.666,1270045,243,1814007,5,143849,41.8,21.45,3471.22135,13587.4,20136.5,177201.666,119334.319,183.2,238.835,3872940,15856156.5,14138008.5,3.66,0.37,0.23,1.83,119.56,1.1339,10132.580078,15.70,
2016-05-31,51,-4.8,99.69479,100.7088,101.4298,17616.542,1272088,241,1816816,4.8,143891,41.8,21.47,3489.46176,13581,20160.8,179749.93,118952.599,185.3,239.44,3836529,15911873,14170644.8,3.64,0.37,0.27,1.84,121.25,1.1311,10450.129883,14.19,
2016-06-30,52.8,4.4,99.77275,100.6852,101.8747,17691.572,1288898,244,1818468,4.9,144158,41.8,21.53,3508.33914,13587.3,20634.8,183476.081,119850.912,187.6,240.144,3825451,15954521.5,14227977.4,3.48,0.38,0.27,1.49,121.95,1.1229,10385.929688,15.63,0.311918336
2016-07-31,52.3,0.9,99.68194,100.5285,102.1325,17649.239,1283285,238,1817052,4.8,144512,42,21.58,3524.85077,13630,20717.1,183232.407,120349.894,187.7,240.111,3772544,16027385.8,14274379.6,3.48,0.39,0.3,1.46,122.69,1.1069,10495.080078,11.87,
2016-08-31,49.4,5.4,99.51885,100.4152,102.0407,17774.627,1286300,239,1818285,4.9,144647,41.8,21.61,3547.88796,13639.6,20647.7,184834.292,122972.539,186.6,240.595,3816726,16046874.2,14309009.9,3.43,0.4,0.3,1.58,121.34,1.1212,10768.75,13.42,
2016-09-30,51.7,12.1,99.56705,100.3948,102.0477,17869.403,1291577,244,1821320,5,144916,41.9,21.64,3567.07185,13679.8,20691.4,183075.864,123913.366,186.9,241.068,3735888,16068752.7,14310414.3,3.42,0.4,0.29,1.60,122.45,1.1212,10762.450195,13.29,0.544396054
2016-10-31,52,10.5,99.74423,100.477,102.2485,17791.164,1298765,247,1820047,4.9,145061,41.9,21.7,3584.42698,13708.5,20721.1,183916.17,123307.942,186.7,241.641,3572132,16017695.9,14234405.9,3.47,0.4,0.33,1.84,123.5,1.1026,10721.849609,17.06,
2016-11-30,53.5,9.4,100.0239,100.8288,102.0507,17915.935,1296967,248,1833779,4.7,145212,41.8,21.72,3607.3098,13736.1,20394.1,187600.742,121781.135,186.3,241.993,3629770,16009515.5,14262029.9,4.03,0.41,0.45,2.37,126.96,1.0799,10508.009766,13.33,
2016-12-31,54.5,22.6,100.3477,101.1895,102.9281,17921.621,1322589,254,1838756,4.7,145442,41.9,21.76,3620.76016,13759.9,20380.8,189220.592,126459.345,188.2,242.712,3531565,16029735.3,14254179.5,4.32,0.54,0.51,2.45,129.35,1.0543,10860.419922,14.04,0.629298347
2017-01-31,56,24.8,100.6367,101.3478,103.0366,17910.193,1330801,258,1841083,4.7,145627,41.9,21.81,3636.03578,13824.9,20361.7,192974.189037712,127421.092677666,190.7,243.717,3595455,16068927.7,14301666.3,4.19,0.65,0.51,2.45,130.07,1.0614,11138.849609,11.99,
2017-02-28,57.6,39.7,100.8027,101.3347,102.6479,17947.74,1332293,261,1844600,4.6,145815,41.9,21.86,3654.35965,13875.1,20403.5,190181.380599083,127566.564904559,191.6,244.028,3746408,16150746.3,14375577.9,4.16,0.66,0.52,2.36,127.57,1.0643,11244.820313,12.92,
2017-03-31,56.6,32,100.7511,101.302,103.343,18074.261,1329242,265,1851308,4.4,145944,41.8,21.88,3669.08535,13942.1,20279.1,190585.717714976,126740.32028078,191.5,243.721,3856287,16216291.5,14426225.2,4.14,0.79,0.74,2.40,126.22,1.0685,11593.209961,12.37,0.565668983
2017-04-30,55.3,23.7,100.5941,101.2597,104.2721,17942.64,1332488,269,1847023,4.4,146141,41.9,21.93,3683.0396,13967,20348.1,192927.293879206,125961.804943539,193,244.058,3821697,16239348.7,14451485.9,4.03,0.9,0.8,2.29,124.87,1.0723,11495.330078,10.82,
2017-05-31,55.5,34.3,100.5913,101.1836,104.4129,18069.261,1327861,271,1852095,4.4,146296,41.9,21.97,3698.67185,14059.6,20398.9,191880.444429611,125474.960018414,192.8,243.926,3774412,16243885.2,14440764.9,3.95,0.91,0.89,2.21,124.2,1.1058,11550.410156,10.41,
2017-06-30,56.7,28.2,100.7693,101.0705,104.5849,18150.673,1334112,275,1859794,4.3,146512,42,22.03,3716.57311,14063.7,20328.7,192270.83224984,127141.751438924,193.6,244.179,3762780,16238451.5,14453027,3.88,1.04,0.98,2.31,122.14,1.1229,11616.209961,11.18,0.42694400299999996
2017-07-31,56.5,20.4,100.9471,101.0267,104.5427,18125.497,1335238,276,1863890,4.3,146727,42,22.08,3731.0836,14103.1,20325.0,191818.97782677,126592.824606383,193.5,244.328,3795430,16348183.8,14535318.4,3.92,1.15,1.07,2.30,119.83,1.1511,11801.44043,10.26,
2017-08-31,59.3,20.7,101.2066,101.1298,104.0475,18175.682,1347162,281,1876003,4.4,146911,42,22.11,3739.08172,14122.8,20473.5,192248.351063192,127923.42925714,193.8,245.304,3910022,16462260.3,14649738.3,3.82,1.16,1.01,2.12,118.39,1.1807,12006.740234,10.59,
2017-09-30,60.2,24,101.3796,101.2588,104.0502,18256.114,1365181,282,1879141,4.2,146929,41.9,22.2,3750.20794,14150.3,20715.0,194224.321088282,129799.775642692,194.8,246.445,3874490,16524019.9,14697985.5,3.83,1.15,1.03,2.33,117.74,1.1915,11897.969727,9.51,0.728833616
2017-10-31,58.5,27.2,101.3471,101.4187,105.6287,18256.692,1377233,287,1878791,4.1,147196,42,22.18,3771.99893,14187.8,20867.3,197256.91885261,130895.87390088,194.9,246.57,3829910,16588315.3,14744630.2,3.94,1.15,1.07,2.38,120.22,1.1756,12209.160156,10.18,
2017-11-30,58.2,23.1,101.3146,101.3973,106.193,18408.669,1396552,288,1889980,4.2,147421,42,22.23,3801.30896,14202.8,20969.4,204205.028214802,134320.001741444,195.9,247.333,3907735,16669581.3,14839292.9,3.9,1.16,1.23,2.42,120.28,1.1738,12383.870117,11.28,
2017-12-31,59.3,29.3,101.3738,101.3091,106.536,18413.314,1405112,293,1897688,4.1,147551,41.8,22.3,3813.04628,14227,20904.4,209017.875061915,137357.003267579,196.3,247.847,3850969,16754444.6,14886009.8,3.99,1.3,1.32,2.40,119.7,1.1836,12636.730469,11.04,0.9556773270000001
2018-01-31,59.1,23,101.424,101.3404,106.2655,18489.183,1399302,292,1908147,4.1,147672,41.8,22.36,3824.996,14342.7,20673.2,207031.348733006,133869.717077577,197.9,248.816,3824795,16732678.2,14900122.1,4.15,1.41,1.41,2.72,117.77,1.22,12860.929688,13.54,
2018-02-28,60.7,30.7,101.4481,101.5107,106.6419,18559.647,1406917,296,1919364,4.1,148078,42.2,22.4,3837.66485,14379.4,20875.2,210480.160576013,136458.365989387,199.3,249.475,3855056,16706898,14895694.7,4.4,1.42,1.57,2.87,116.82,1.2348,13338.990234,19.85,
2018-03-31,59.3,23.8,101.3284,101.6165,107.2519,18543.017,1408277,297,1919761,4,148254,42.2,22.49,3850.03892,14437.8,21216.0,208662.542840065,139794.248614876,199.3,249.413,3800608,16666122,14835936.6,4.44,1.51,1.7,2.74,117.07,1.2336,12644.429688,19.97,0.93167915
2018-04-30,57.9,25.3,101.2024,101.5633,108.2223,18606.502,1414477,300,1923520,4,148391,42.4,22.55,3854.89199,14471.5,21024.2,208787.113683447,140005.920777849,200.3,249.957,3727119,16675732.2,14835790.1,4.58,1.69,1.76,2.95,117.13,1.2276,12432.889648,15.93,
2018-05-31,58.7,32.2,101.2476,101.4735,107.3639,18690.639,1436370,301,1928763,3.8,148669,42,22.61,3876.49633,14512.2,21182.2,208176.180926469,142654.320663657,203.2,250.64,3674755,16745664.1,14901867.8,4.56,1.7,1.86,2.83,121.26,1.1812,12490.240234,15.43,
2018-06-30,60,21.7,101.3594,101.4129,108.1707,18666.476,1436621,310,1930585,4,148888,42.1,22.67,3886.39603,14557.1,21238.4,208936.601435314,140427.168439472,204.2,251.176,3650485,16767783,14948953.2,4.55,1.82,1.9,2.85,123.39,1.1678,12596.679688,16.09,0.668628011
2018-07-31,58.4,20.8,101.4196,101.38,108.652,18703.011,1439252,314,1941087,3.8,149024,42.2,22.71,3911.6269,14609.9,21255.6,212682.096317915,138236.583972506,204.3,251.482,3618272,16773500.4,14923794.2,4.54,1.91,1.96,2.96,122.1,1.1686,12430.700195,12.83,
2018-08-31,60.8,10.1,101.5197,101.3917,109.5246,18782.621,1444965,319,1952436,3.8,149268,42.2,22.79,3930.52787,14649.7,21480.7,212623.447080146,138104.952746604,203.4,251.905,3584450,16735849.8,14878186,4.52,1.91,2.03,2.86,121.93,1.1549,12949.849609,12.86,
2018-09-30,59.5,21.3,101.4313,101.4788,109.6749,18771.946,1448724,325,1960714,3.7,149348,42.1,22.86,3947.19585,14638.2,21353.1,216022.304122604,140268.438945191,203.6,252.261,3559828,16762205,14901506.4,4.72,1.95,2.13,3.05,121.71,1.1659,12976.049805,12.12,0.525195607
2018-10-31,57.5,20.5,101.2219,101.4602,109.9165,18831.101,1456666,333,1973283,3.8,149549,42,22.9,3965.14156,14670.6,21419.9,217213.062268847,141340.010552047,204.6,252.777,3520863,16824991.1,14951712,4.86,2.19,2.25,3.15,122.56,1.1484,13146.299805,21.23,
2018-11-30,58.8,10.6,101.0073,101.3461,110.5067,18777.355,1448031,335,1973788,3.7,149683,42,23,3985.18449,14688.9,21683.9,211572.483997278,138515.821258867,202.3,252.662,3476330,16843167.9,14967853.5,4.81,2.2,2.33,3.01,124.47,1.1367,12208.05957,18.07,
2018-12-31,54.3,10.9,100.6916,101.1681,110.5516,18833.837,1431160,346,1990841,3.9,149865,42,23.09,3998.1467,14837.3,22075.2,215541.985572896,136012.934867968,201,252.653,3400747,16983866,15087472.6,4.55,2.27,2.37,2.69,124.11,1.1384,12609.700195,25.42,0.328321429
2019-01-31,56.6,14.8,100.5398,100.9551,110.1185,18981.368,1436780,345,2007300,4,150134,42,23.11,4015.5966,14840.9,22160.0,209646.706421103,138156.021146729,199.1,252.55,3346879,17002933.1,15096874.8,4.46,2.4,2.37,2.63,122.69,1.1416,11238.769531,16.57,
2019-02-28,54.1,-0.7,100.3743,101.0116,109.5631,18939.35,1442334,340,2017149,3.8,150135,41.7,23.19,4031.89997,14864.1,22221.4,208545.132863931,138324.639674265,199.2,253.181,3353467,17034302.7,15120773.9,4.35,2.4,2.39,2.73,123,1.1351,12312.259766,14.78,
2019-03-31,54.6,14.9,100.242,101.2391,109.6811,18930.814,1456358,338,2016658,3.8,150282,41.7,23.28,4044.18116,14855.7,22425.2,212112.142629332,140132.042786582,200.8,254.095,3381455,17140820.2,15199288.1,4.06,2.41,2.4,2.41,123.69,1.1302,12698.230469,13.71,0.72512256
2019-04-30,53.4,11,100.0197,101.4059,108.9888,18971.094,1452320,335,2025356,3.6,150492,41.6,23.33,4061.75327,14817.2,22346.6,208063.722923921,135539.0870628,202.1,254.943,3286650,17184421.5,15229443.5,4.2,2.42,2.38,2.51,123.93,1.1238,12775.839844,13.12,
2019-05-31,52.3,17.5,99.81559,101.4976,109.2264,19025.671,1455735,336,2030786,3.6,150577,41.5,23.42,4076.54244,14809.6,22700.3,213270.894186089,138321.587251721,201.7,255.167,3244460,17228428.2,15278266.6,3.99,2.39,2.35,2.14,124.88,1.1185,13066.080078,18.71,
2019-06-30,51.6,1.5,99.63159,101.3997,109.2774,19065.516,1456955,330,2028955,3.7,150759,41.6,23.47,4088.48117,14826.8,22805.1,209254.464794517,134768.523049566,200.3,255.402,3274825,17339571,15411813.4,3.73,2.38,2.17,2.00,124.19,1.1293,12288.509766,15.08,0.37071616700000004
2019-07-31,51.3,16.6,99.4113,101.1578,109.0852,19132.799,1458222,328,2033707,3.7,150953,41.5,23.54,4111.65306,14840.3,22766.5,210334.379649966,136695.637873996,200.7,256.087,3260316,17367471,15400386.3,3.75,2.4,2.1,2.02,124.02,1.1218,13049.709961,16.12,
2019-08-31,48.8,13.1,99.13428,100.8489,109.8543,19108.463,1458929,325,2029250,3.7,151160,41.5,23.64,4127.1585,14912.4,23773.1,210232.436733195,136569.995160762,199.2,256.294,3271378,17489774.7,15509861.2,3.58,2.13,1.95,1.50,125.64,1.1126,13053.660156,18.98,
2019-09-30,48.2,12.2,98.92455,100.8488,109.4725,19184.437,1454669,321,2027535,3.5,151368,41.5,23.7,4138.08572,14933.6,23825.8,206524.997390763,135386.068897696,198.4,256.593,3202668,17506834.7,15537036.3,3.64,2.04,1.89,1.68,125.8,1.1004,12720.19043,16.24,0.6369147470000001
2019-10-31,48.5,6.8,98.85771,101.0603,109.027,19248.714,1453569,321,2029703,3.6,151553,41.4,23.76,4151.66919,14936.2,24087.0,202463.041538637,136147.88154173,198.6,257.229,3252807,17584042.2,15619773.8,3.78,1.83,1.65,1.69,125.04,1.1053,13002.330078,13.22,
2019-11-30,48.1,8.4,98.87988,101.3402,110.0388,19235.522,1460383,322,2026330,3.5,151814,41.4,23.81,4159.07175,14997.2,24081.4,200906.465227614,136185.553266849,199,257.824,3315551,17669651.8,15708095.7,3.68,1.55,1.54,1.78,124.78,1.1051,13231.179688,12.62,
2019-12-31,47.8,2.4,98.98637,101.5774,109.6527,19278.102,1460174,322,2028040,3.5,151998,41.4,23.84,4180.56762,14960.2,24069.1,206177.099745932,136933.815224305,199,258.444,3426464,17780656.2,15792013.3,3.74,1.55,1.54,1.92,123.67,1.1113,13554.290039,13.78,0.58623185
